state,district,block_id,block_name,panchayat_id,panchayat_name,n_days,rainfall_mean_mm,rainfall_min_mm,rainfall_max_mm,n_wet_days,n_cells,mapping_method,fallback_distance_m
ANDHRA PRADESH,Sri Sathya Sai,4714,KOTHACHERUVU,196216,POTHULAKUNTA,1,0.5768241286277771,0.5768241286277771,0.5768241286277771,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4714,KOTHACHERUVU,196218,THIRUMALADEVARAPALLI,1,0.08616834625230371,0.08616834625230371,0.08616834625230371,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196246,BISALAMANE PALLI,1,0.6208497332769345,0.6208497332769345,0.6208497332769345,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196248,KALLUR,1,0.41596442461013794,0.41596442461013794,0.41596442461013794,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196249,KANCHISAMUDRAM,1,0.6550246003562674,0.6550246003562674,0.6550246003562674,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196250,KODIHALLI,1,0.6743211150169373,0.6743211150169373,0.6743211150169373,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196251,KONDUR,1,0.35853123664855957,0.35853123664855957,0.35853123664855957,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196252,LEPAKSHI,1,0.5580157041549683,0.5580157041549683,0.5580157041549683,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196253,MANEPALLI,1,1.0729581117630005,1.0729581117630005,1.0729581117630005,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196254,MYDUGOLAM,1,0.8156198720500396,0.8156198720500396,0.8156198720500396,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196256,PULAMATHI,1,0.7514674099601091,0.7514674099601091,0.7514674099601091,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4717,LEPAKSHI,196257,SIRIVARAM,1,0.9039906244454012,0.9039906244454012,0.9039906244454012,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196258,AMIDALAGONDI,1,2.6472597122192383,2.6472597122192383,2.6472597122192383,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196259,BULLASAMUDRAM,1,1.029059042786961,1.029059042786961,1.029059042786961,1,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196260,C.KODIGEPALLE,1,0.7083121538162231,0.7083121538162231,0.7083121538162231,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196261,CHANDAKACHERLA,1,1.9520491361618042,1.9520491361618042,1.9520491361618042,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196262,CHATRAM,1,1.1804660040693746,1.1804660040693746,1.1804660040693746,1,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196263,GANGALAVAI PALYAM,1,1.0764755010604858,1.0764755010604858,1.0764755010604858,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196265,GOWDANAHALLI,1,1.4128419762140283,1.4128419762140283,1.4128419762140283,1,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196266,HARESAMUDRAM,1,1.0142158269882202,1.0142158269882202,1.0142158269882202,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196267,KALLUMARRI,1,0.8360061645507812,0.8360061645507812,0.8360061645507812,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196268,MANUR,1,0.8227649927139282,0.8227649927139282,0.8227649927139282,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196270,R.ANANTAPURAM,1,1.0003666877746582,1.0003666877746582,1.0003666877746582,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,196271,YERRABOMMANAHALLI,1,1.3565279245376587,1.3565279245376587,1.3565279245376587,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4718,MADAKASIRA,257936,K GUNDAMALA,1,1.4226943254470825,1.4226943254470825,1.4226943254470825,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196275,EDULAPALLI,1,0.004903935361653566,0.004903935361653566,0.004903935361653566,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196280,KONDAGATTUPALLI,1,0.19975540538628894,0.19975540538628894,0.19975540538628894,0,3,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196281,MALAKAVEMULA,1,0.5621656775474548,0.5621656775474548,0.5621656775474548,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196282,MALLEPALLI,1,0.31893980503082275,0.31893980503082275,0.31893980503082275,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196283,MANGALAMADAKA,1,0.8186585903167725,0.8186585903167725,0.8186585903167725,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196284,MARTHADU,1,0.4427924156188965,0.4427924156188965,0.4427924156188965,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196286,MUKTHAPURAM,1,0.8528099656105042,0.8528099656105042,0.8528099656105042,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196287,P.C.REVU,1,0.3299650089274109,0.3299650089274109,0.3299650089274109,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196289,SANEVARIPALLI,1,0.4105879068374634,0.4105879068374634,0.4105879068374634,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196290,SANKEPALLI,1,0.6316271424293518,0.6316271424293518,0.6316271424293518,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,196292,UPPALAPADU,1,0.6645935475826263,0.6645935475826263,0.6645935475826263,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4719,MUDIGUBBA,289569,ADAVI BHRAMANAPALLI THANDA,1,0.41021648049354553,0.41021648049354553,0.41021648049354553,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196293,ALLUGUNDU,1,0.0,0.0,0.0,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196295,KADIRIPULAKUNTA,1,0.16408152878284454,0.16408152878284454,0.16408152878284454,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196296,M.AGRAHARAM(S.M.PALLI),1,0.06356855736535955,0.06356855736535955,0.06356855736535955,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196297,MADDIMADUGU,1,0.14774642233885008,0.14774642233885008,0.14774642233885008,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196298,NALLACHERUVU,1,0.08828826248645782,0.08828826248645782,0.08828826248645782,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196299,ORAVOY,1,0.02160417522763149,0.02160417522763149,0.02160417522763149,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196301,PANTHULACHERUVU,1,0.0,0.0,0.0,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196302,TALAMARLAVANDLAPALLI,1,0.0,0.0,0.0,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196303,TAVALAMARRI,1,0.07519742203183905,0.07519742203183905,0.07519742203183905,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,196304,UBICHERLA,1,0.18675778893791287,0.18675778893791287,0.18675778893791287,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4720,NALLACHERUVU,289574,BALEPALLI THANDA,1,0.023806454309000958,0.023806454309000958,0.023806454309000958,0,5,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4721,NALLAMADA,196305,CHARUPALLI,1,0.12799161847294777,0.12799161847294777,0.12799161847294777,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4721,NALLAMADA,196306,DONNIKOTA,1,0.11258460581302643,0.11258460581302643,0.11258460581302643,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4721,NALLAMADA,196307,GOPEPALLI,1,0.5795173645019531,0.5795173645019531,0.5795173645019531,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4721,NALLAMADA,196308,KURUMALA,1,0.3879718482494354,0.3879718482494354,0.3879718482494354,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4721,NALLAMADA,196310,NALLAMADA,1,0.3822350806615114,0.3822350806615114,0.3822350806615114,0,6,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4721,NALLAMADA,196311,PATHABATHALAPALLI,1,0.2095971256494522,0.2095971256494522,0.2095971256494522,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4721,NALLAMADA,196312,PULAGAMPALLI,1,0.10649247695828704,0.10649247695828704,0.10649247695828704,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4721,NALLAMADA,196314,VANKARAKUNTA,1,0.8569195866584778,0.8569195866584778,0.8569195866584778,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4721,NALLAMADA,289572,KONDAKINDA THANDA,1,0.685760228548669,0.685760228548669,0.685760228548669,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4722,NAMBULAPULIKUNTA,196317,BALIJA PALLI,1,0.0,0.0,0.0,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4722,NAMBULAPULIKUNTA,196318,DHANIYANICHERUVU,1,0.2677101492881775,0.2677101492881775,0.2677101492881775,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4722,NAMBULAPULIKUNTA,196320,EDURUDONA,1,0.04618726670742035,0.04618726670742035,0.04618726670742035,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4722,NAMBULAPULIKUNTA,196323,MEKALACHERUVU,1,0.0,0.0,0.0,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4722,NAMBULAPULIKUNTA,196325,P.KOTHAPALLI,1,0.1256745308637619,0.1256745308637619,0.1256745308637619,0,1,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4722,NAMBULAPULIKUNTA,196328,VELICHELIMALA,1,0.37253499031066895,0.37253499031066895,0.37253499031066895,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4722,NAMBULAPULIKUNTA,296300,Timmammamarimanu,1,0.09919157944031659,0.09919157944031659,0.09919157944031659,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196347,ALLAPALLI,1,0.33794456720352173,0.33794456720352173,0.33794456720352173,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196349,DABURUVARIPALLI,1,0.1631021499633789,0.1631021499633789,0.1631021499633789,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196350,INAGALUR,1,0.11665411293506622,0.11665411293506622,0.11665411293506622,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196351,KONDAKAMARLA,1,0.1978021115064621,0.1978021115064621,0.1978021115064621,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196354,OBULADEVARA CHERUVU,1,0.44020935893058777,0.44020935893058777,0.44020935893058777,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196355,SUNNAMPALLI,1,0.3751412034034729,0.3751412034034729,0.3751412034034729,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196356,THANGEDUKUNTA,1,0.06374344229698181,0.06374344229698181,0.06374344229698181,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196357,THIPPEPALLI,1,0.29405689239501953,0.29405689239501953,0.29405689239501953,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196358,THUMMALAKUNTLAPALLI,1,0.23730636249282833,0.23730636249282833,0.23730636249282833,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4724,OBULADEVARECHERUVU,196359,VENKATAPURAM,1,0.27666425704956055,0.27666425704956055,0.27666425704956055,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196378,BEECHIGANIPALLI,1,0.0,0.0,0.0,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196379,HONNAMPALLI,1,0.5387103253402004,0.5387103253402004,0.5387103253402004,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196380,KODIGENAHALLI,1,0.5080052344822639,0.5080052344822639,0.5080052344822639,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196381,MODA,1,0.5952425003051758,0.5952425003051758,0.5952425003051758,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196382,P.NARASAPURAM,1,0.4816845875514577,0.4816845875514577,0.4816845875514577,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196383,PARIGI,1,0.4638996124267578,0.4638996124267578,0.4638996124267578,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196384,PYDETI,1,0.43108612298965454,0.43108612298965454,0.43108612298965454,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196385,SASANAKOTA,1,0.19123844900260017,0.19123844900260017,0.19123844900260017,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196386,SEEGIPALLI,1,0.17767554616978334,0.17767554616978334,0.17767554616978334,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196387,SIREKOLAM,1,0.5657919201701042,0.5657919201701042,0.5657919201701042,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196389,UTAKUR,1,0.07542446255683899,0.07542446255683899,0.07542446255683899,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196390,VITTAPALLI,1,0.4143537479014295,0.4143537479014295,0.4143537479014295,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4726,PARIGI,196391,YERRAGUNTA,1,0.2250411347973998,0.2250411347973998,0.2250411347973998,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196437,ADADAKULAPALLI,1,0.43795591592788696,0.43795591592788696,0.43795591592788696,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196438,DUDDEBANDA,1,0.8038251996040344,0.8038251996040344,0.8038251996040344,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196439,ERRAMANCHI,1,0.7874612820520341,0.7874612820520341,0.7874612820520341,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196440,GONIPETA,1,0.7355016397079202,0.7355016397079202,0.7355016397079202,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196441,GUTTURU,1,0.7846853154545373,0.7846853154545373,0.7846853154545373,0,6,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196443,MAVATURU,1,0.10923267395029675,0.10923267395029675,0.10923267395029675,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196444,MUNIMADUGU,1,0.7521723210811615,0.7521723210811615,0.7521723210811615,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196445,NAGALURU,1,0.2179229322131772,0.2179229322131772,0.2179229322131772,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196447,RAMPURAM,1,0.7612069845199585,0.7612069845199585,0.7612069845199585,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4729,PENUKONDA,196448,SETTIPALLI,1,0.6196381449699402,0.6196381449699402,0.6196381449699402,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4731,PUTTAPARTHI,196474,AMAGONDAPALEM,1,0.10567987337708473,0.10567987337708473,0.10567987337708473,0,4,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4731,PUTTAPARTHI,196475,CHERLOPALLI,1,0.21409429609775543,0.21409429609775543,0.21409429609775543,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4731,PUTTAPARTHI,196477,ERAGARAJUPALLI,1,0.4452235847711563,0.4452235847711563,0.4452235847711563,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4731,PUTTAPARTHI,196478,JAGARAJUPALLI,1,0.36613613854392457,0.36613613854392457,0.36613613854392457,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4731,PUTTAPARTHI,196479,KAPPALA BANDA,1,0.2783771753311157,0.2783771753311157,0.2783771753311157,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4731,PUTTAPARTHI,196481,NIDIMAMIDI,1,0.6440326571464539,0.6440326571464539,0.6440326571464539,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4731,PUTTAPARTHI,196483,PEDABALLI,1,0.2340160310268402,0.2340160310268402,0.2340160310268402,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4732,RAMAGIRI,196487,GANTHIMARRI,1,0.7365662458824169,0.7365662458824169,0.7365662458824169,0,5,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4732,RAMAGIRI,196488,KONDAPURAM,1,0.4890907038656693,0.4890907038656693,0.4890907038656693,0,6,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4732,RAMAGIRI,196489,KUNTIMADDI,1,0.7797170281410217,0.7797170281410217,0.7797170281410217,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4732,RAMAGIRI,196490,MADAPURAM,1,0.5874202450116475,0.5874202450116475,0.5874202450116475,0,3,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4732,RAMAGIRI,196491,MOTORCHINTALAPALLI,1,0.36848968267440796,0.36848968267440796,0.36848968267440796,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4732,RAMAGIRI,196493,PERUR,1,0.5333285927772522,0.5333285927772522,0.5333285927772522,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4732,RAMAGIRI,196494,POLEPALLI,1,0.824303150177002,0.824303150177002,0.824303150177002,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4732,RAMAGIRI,196495,RAMAGIRI,1,0.6247468590736389,0.6247468590736389,0.6247468590736389,0,3,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196531,BOKKASAMPALLI,1,0.5384910702705383,0.5384910702705383,0.5384910702705383,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196532,BUCHARLA,1,0.47230011224746704,0.47230011224746704,0.47230011224746704,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196533,CHERUKUR,1,1.0614097118377686,1.0614097118377686,1.0614097118377686,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196534,CHINNAMANTHUR,1,0.66162370803141,0.66162370803141,0.66162370803141,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196535,CHOLEMARRI,1,0.2506143912098825,0.2506143912098825,0.2506143912098825,0,5,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196536,DODAGATTA,1,0.9687404829558184,0.9687404829558184,0.9687404829558184,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196537,KALIPI,1,0.4421370380466886,0.4421370380466886,0.4421370380466886,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196538,KAMBALAPALLI,1,0.44441939890384674,0.44441939890384674,0.44441939890384674,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196540,M.KOTHAPALLI,1,0.5581461191177368,0.5581461191177368,0.5581461191177368,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196541,NALLURU,1,0.43987149000167847,0.43987149000167847,0.43987149000167847,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196542,NARANAGEPALLI,1,0.4930749912490154,0.4930749912490154,0.4930749912490154,0,5,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196543,PEDDAMANTHURU,1,0.5449432730674744,0.5449432730674744,0.5449432730674744,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196544,R.LOCHARLA,1,0.3603543001133888,0.3603543001133888,0.3603543001133888,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196545,REDDIPALLI,1,0.8621124625205994,0.8621124625205994,0.8621124625205994,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196546,RODDAM,1,0.5158375054597855,0.5158375054597855,0.5158375054597855,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196547,SANIPALLI,1,0.0,0.0,0.0,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4735,RODDAM,196549,THURAKALAPATNAM,1,0.059871189296245575,0.059871189296245575,0.059871189296245575,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4736,ROLLA,196550,BOMMAGUNDANAHALLI,1,1.1942133903503418,1.1942133903503418,1.1942133903503418,1,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4736,ROLLA,196551,DODDERI,1,0.3820300920041033,0.3820300920041033,0.3820300920041033,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4736,ROLLA,196552,GUDDUGURIKI,1,0.5398195385932922,0.5398195385932922,0.5398195385932922,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4736,ROLLA,196553,KAKI,1,0.255814764124746,0.255814764124746,0.255814764124746,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4736,ROLLA,196554,M.RAYAPURAM,1,1.181031991094529,1.181031991094529,1.181031991094529,1,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4736,ROLLA,196556,ROLLA,1,0.9675007412625289,0.9675007412625289,0.9675007412625289,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4736,ROLLA,257952,HALLIKUNTA,1,0.8822739124298096,0.8822739124298096,0.8822739124298096,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196591,BRAHMANAPALLI,1,0.33193501696800126,0.33193501696800126,0.33193501696800126,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196592,BRAHMASAMUDRAM,1,0.08306976679651869,0.08306976679651869,0.08306976679651869,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196593,CHALAKUR,1,0.2499070018529892,0.2499070018529892,0.2499070018529892,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196594,CHALLAPALLI,1,0.3664664924144745,0.3664664924144745,0.3664664924144745,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196595,EDULABALAPURAM,1,0.30567439255578577,0.30567439255578577,0.30567439255578577,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196596,GUDIPALLI,1,0.7607685213105669,0.7607685213105669,0.7607685213105669,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196597,JULUKUNTA,1,0.28018240309048126,0.28018240309048126,0.28018240309048126,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196598,KETHAGANICHERUVU,1,0.25984442860625745,0.25984442860625745,0.25984442860625745,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196599,MAGECHERUVU,1,0.4659814399650202,0.4659814399650202,0.4659814399650202,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196600,MANDLI,1,0.0,0.0,0.0,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196601,NADIMPALLI,1,0.2778010763297926,0.2778010763297926,0.2778010763297926,0,3,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196602,NAGINAYANICHERUVU,1,0.7584796420217514,0.7584796420217514,0.7584796420217514,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196603,PANDIPARTHI,1,0.37253499031066895,0.37253499031066895,0.37253499031066895,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196604,SOMANDEPALLI,1,0.7283810675144196,0.7283810675144196,0.7283810675144196,0,2,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196605,TUNGODU,1,0.3901008367538452,0.3901008367538452,0.3901008367538452,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4739,SOMANDEPALLE,196606,VELIDADAKALA,1,0.34348408679572295,0.34348408679572295,0.34348408679572295,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4740,TADIMARRI,196273,CHINNAKOTLA,1,0.32247012853622437,0.32247012853622437,0.32247012853622437,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4740,TADIMARRI,196607,ATMAKUR,1,0.004903935361653566,0.004903935361653566,0.004903935361653566,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4740,TADIMARRI,196608,C.C.REVU,1,0.004903935361653566,0.004903935361653566,0.004903935361653566,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4740,TADIMARRI,196609,CHILLAKONDAIAHPALLI,1,0.5447508068230531,0.5447508068230531,0.5447508068230531,0,2,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4740,TADIMARRI,196610,CHILLAVARIPALLI,1,0.6696791825978546,0.6696791825978546,0.6696791825978546,0,4,area_weighted,
ANDHRA PRADESH,Sri Sathya Sai,4740,TADIMARRI,196611,DADITHOTA,1,0.6231114864349365,0.6231114864349365,0.6231114864349365,0,1,direct_grid,
ANDHRA PRADESH,Sri Sathya Sai,4740,TADIMARRI,196612,EKAPADAMPALLI,1,0.39189061522483826,0.39189061522483826,0.39189061522483826,0,1,direct_grid,
